movieId,title,genres,overview
103449,Passion (2012),Crime|Drama|Mystery|Thriller,The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.
103502,"Knot, The (2012)",Comedy|Romance,A couple endures a series of mishaps right before their wedding day.
103539,The Spectacular Now (2013),Comedy|Drama|Romance,A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical "nice girl."
103543,"Lifeguard, The (2013)",Comedy|Drama,A former valedictorian quits her reporter job in New York and returns to the place she last felt happy: her childhood home in Connecticut. She gets work as a lifeguard and starts a dangerous relationship with a troubled teenager.
103596,Sharknado (2013),Sci-Fi,A freak hurricane hits Los Angeles causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia
103624,Fruitvale Station (2013),Drama,The true story of Oscar a 22-year-old Bay Area resident who crosses paths with friends enemies family and strangers on the last day of 2008.
103655,R.I.P.D. (2013),Action|Comedy|Fantasy,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.
103659,Justice League: The Flashpoint Paradox (2013),Action|Adventure|Animation|Fantasy|Sci-Fi,When time travel allows a past wrong to be righted for The Flash and his family the ripples of the event prove disastrous as a fractured alternate reality now exists where a Justice League never formed and even Superman is nowhere to be found. Teaming with a grittier more violent Dark Knight and Cyborg Flash races to restore the continuity of his original timeline while this new world is ravaged by a fierce war between Wonder Woman's Amazons and Aquaman’s Atlanteans.
103671,Joker (2012),Comedy
103688,"Conjuring, The (2013)",Horror|Thriller,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity the Warrens find themselves caught in the most terrifying case of their lives.
103731,"Angel Named Billy, An (2007)",Drama,Mark Anderson a recent stroke victim who is frail and weak. Also his best friend Thomas a classic over the hill drag queen desperate for love and happiness. Mark and Thomas have a master plan to find Mark's son James Anderson the love of his life once and for all.
103755,Turbo (2013),Adventure|Animation|Children|Comedy|Fantasy,The tale of an ordinary garden snail who dreams of winning the Indy 500.
103772,"Wolverine, The (2013)",Action|Adventure|Fantasy|Sci-Fi,Wolverine faces his ultimate nemesis - and tests of his physical emotional and mortal limits - in a life-changing voyage to modern-day Japan.
103801,Drinking Buddies (2013),Comedy|Drama|Romance,Weekend trips office parties late night conversations drinking on the job marriage pressure biological clocks holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer.
103810,Red 2 (2013),Action|Comedy|Crime|Thriller,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.
103813,Miami Connection (1987),Action|Crime,In a world where ninjas dream of being rock stars and rock stars dream of being ninjas a martial arts rock band goes up against a band of motorcycle ninjas who have tightened their grip on Florida's narcotics trade.
103819,Coffee Town (2013),Comedy,Three thirty-something friends band together when their carefree existence is threatened.
103865,Revenge for Jolly! (2012),Comedy|Drama,Harry (Brian Petsos) is having a very very bad day. He returns home from an all-night drinking binge with his cousin Cecil (Oscar Issac) to discover that his little dog Jolly...Harry's one true love and the source of light in his dark solitary life-has been murdered. Brokenhearted and beyond consolation he vows to track down the dog's murderer at any cost. Armed with a stockpile of firepower in the trunk of his car he and Cecil embark on a frenzied alcohol-fueled wild-goose chase leaving a bloody path of destruction in their wake.
103883,2 Guns (2013),Action|Comedy|Crime,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.
103980,Blue Jasmine (2013),Drama,Jasmine French used to be on the top of the heap as a New York socialite but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored she tries to recover in her present. Unfortunately it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so her old pretensions and new deceits begin to foul up everyone's lives especially her own.
103984,"Great Beauty, The (Grande Bellezza, La) (2013)",Comedy|Drama,a deep exploration about Colombia's social-economic situation with influences by Terrence Malick and Akira Kurosawa.
104069,Louis C.K.: Oh My God (2013),Comedy,Filmed at the Celebrity Theatre in Phoenix AZ on February 15th and 16th 2013 Oh My God is Louis C.K.'s fifth stand-up special his first for HBO since 2007's Shameless and his first since winning a Emmy Award for writing on his acclaimed show on FX Louie.  Performed in the round in front of a live audience he discusses such topics as the food chain animals divorce strange anecdotes broken morality murder and mortality.
