movieId,title,genres
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,As Harry Potter begins his sixth year at Hogwarts he discovers an old book marked as "the property of the Half-Blood Prince" and begins to learn more about Lord Voldemort's dark past.
69849,Roots (1977),Drama|War,A dramatization of author Alex Haley's family line from ancestor Kunta Kinte's enslavement to his descendants' liberation.
69908,"Group, The (1966)",Drama,Nine women meet every Wednesday afternoon for 21 weeks of group therapy in this entirely original ultra modern probe into the American psyche.
69945,"Fast and the Furious, The (1955)",Crime|Mystery,Los Angeles police officer Brian O'Connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,A traveling theater company gives its audience much more than they were expecting.
69974,Shiver (Eskalofrío) (2008),Horror|Thriller,Santi a young high-school student with a serious physical reaction to sunlight is forced by his health to move with his single mother to a shadowy isolated village in the mountains of ...
70121,'Neath the Arizona Skies (1934),Western,Chris Morrell the guardian of half-Indian girl Nina is helping her find her missing white father. so she can cash in on her late mother's oil lease. Outlaw Sam Black is after the girl and...
70159,Orphan (2009),Drama|Horror|Mystery|Thriller,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.
70183,"Ugly Truth, The (2009)",Comedy|Drama|Romance,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ...
70188,Wild River (1960),Drama|Romance,A TVA bureaucrat comes to the river to do what none of his predecessors have been able to do - evict a stubborn octogenarian from her island before the rising waters engulf her.
70201,High Hopes (1988),Comedy,Slice-of-life look at a sweet working-class couple in London Shirley and Cyril his mother who's aging quickly and becoming forgetful mum's ghastly upper-middle-class neighbors and ...
70282,Aliens in the Attic (2009),Adventure|Children|Fantasy|Sci-Fi,A group of kids must protect their vacation home from invading aliens.
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.
70293,Julie & Julia (2009),Comedy|Drama|Romance,Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.
70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,An elite special missions force fights against the terrorist forces of Cobra.
70344,Cold Souls (2009),Comedy|Drama,Paul is an actor who feels bogged down by his participation in a production of Chekov's play Vanya.
70418,Introducing Dorothy Dandridge (1999),Drama|Musical|Romance,This biography of Dorothy Dandridge follows her career through early days on the club circuit with her sister to her turn in movies including becoming the first black actress to win a Best...
70465,Jerusalema (Gangster's Paradise: Jerusalema) (2008),Action|Crime|Drama,A young hoodlum's rise from a small-time criminal to a powerful crime entrepreneur during the turbulent years before and after the fall of apartheid.
70488,Wings of Hope (Julianes Sturz in den Dschungel) (2000),Adventure|Documentary,Werner Herzog returns to the South American jungle with Juliane Koepcke the German woman who was the sole survivor of a plane crash there in 1971. They find the remains of the plane and recreate her journey out of the jungle.
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.
70545,"Deal, The (2008)",Comedy,As an ex-gambler teaches a hot-shot college kid some things about playing cards he finds himself pulled into the world series of poker where his protégé is his toughest competition.
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,Charles Eames gives a lecture accompanied by a slide show discussing how certain kinds of items such as a bolt of cloth a keg of nails or a ream of paper are the kinds of goods that people lay great store in.
70567,Adam (2009),Drama|Romance,Adam a lonely man with Asperger's Syndrome develops a relationship with his upstairs neighbor Beth.
70597,Gigantic (2008),Comedy|Romance,A mattress salesman finds his plan to adopt a Chinese baby augmented by the arrival of a young woman who comes into his workplace falls asleep on one of the beds and starts to affect his life upon waking up.
70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,A Chicago librarian has a gene that causes him to involuntarily time travel creating complications in his marriage.
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,Man meets woman and invites her home. The two start an intense relationship in order to shield themselves from loneliness.
70678,Huhwihaji Anha (No Regret) (2006),Drama
70697,G-Force (2009),Action|Adventure|Children|Fantasy,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.
70728,Bronson (2009),Action|Comedy|Drama|Thriller,A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time his own personality is supplanted by his alter-ego Charles Bronson.
70751,Little Richard (2000),Drama,The story of Little Richard Penniman from his poor Southern upbringing to dealing with the trials and tribulations of being a black singer in the 1950s to his born-again phase and brief "retirement" from rock and roll.
70762,"Curiosity of Chance, The (2006)",Comedy,A confident out-of-the-closet gay teenager has the support of an eclectic range of friends while dealing with a homophobic bully during his first year at an international high school.
70846,Lorna's Silence (Le silence de Lorna) (2008),Drama
70862,It Might Get Loud (2008),Documentary,A documentary on the electric guitar from the point of view of three significant rock musicians: the Edge Jimmy Page and Jack White.
70898,Post Grad (2009),Comedy,Ryden Malby graduates from college and is forced to move back into her childhood home with her eccentric family while she attempts to find a job the right guy and just a hint of where her life is headed.
70927,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) (2007),Comedy|Drama,N/A
70946,Troll 2 (1990),Fantasy|Horror,A family vacationing in a small town discovers the entire town is inhabited by goblins in disguise as humans who plan to eat them.
70984,Taking Woodstock (2009),Comedy,A man working at his parents' motel in the Catskills inadvertently sets in motion the generation-defining concert in the summer of 1969.
70994,Halloween II (2009),Horror|Thriller,While Sheriff Brackett and Dr. Loomis hunt for Michael Myers a traumatized Laurie is rushed to hospital and the serial killer is not far behind her.
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,A tight-knit team of rising investigators along with their supervisor is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.
71057,9 (2009),Adventure|Animation|Sci-Fi,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.
71102,"Three Musketeers, The (1933)",Action|Adventure|Thriller,State Vs. Religion in 17th Century France.
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,While drinking at their local pub three social outcasts attempt to navigate a time-travel conundrum.
71108,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,Strange events happen in a small village in the north of Germany during the years before World War I which seem to be ritual punishment. Who is responsible?
71131,"Most Hated Family in America, The (2007)",Documentary,Louis meets the Phelps family who protest against an America that tolerates homosexuality
71135,Pandorum (2009),Horror|Sci-Fi|Thriller,A pair of crew members aboard a spaceship wake up with no knowledge of their mission or their identities.
71156,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady a guy who claims to be a former member of the U.S. Army's New Earth Army a unit that employs paranormal powers in their missions.
71180,Padre padrone (1977),Drama,The true story of the life of Gavino Ledda the son of a Sardinian shepherd and how he managed to escape his harsh almost barbaric existence by slowly educating himself despite violent ...
